ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global","Meta: _wp_page_template","Meta: woodmart_sguide_select","Meta: woodmart_price_unit_of_measure","Meta: woodmart_total_stock_quantity","Meta: _product_360_image_gallery","Meta: _woodmart_whb_header","Meta: _woodmart_main_layout","Meta: _woodmart_sidebar_width","Meta: _woodmart_custom_sidebar","Meta: _woodmart_new_label","Meta: _woodmart_new_label_date","Meta: _woodmart_swatches_attribute","Meta: _woodmart_related_off","Meta: _woodmart_exclude_show_single_variation","Meta: _woodmart_product_video","Meta: _woodmart_product_hashtag","Meta: _woodmart_single_product_style","Meta: _woodmart_thums_position","Meta: _woodmart_extra_content","Meta: _woodmart_extra_position","Meta: _woodmart_product_design","Meta: _woodmart_product-background","Meta: _woodmart_hide_tabs_titles","Meta: _woodmart_product_custom_tab_title","Meta: _woodmart_product_custom_tab_content_type","Meta: _woodmart_product_custom_tab_content","Meta: _woodmart_product_custom_tab_html_block","Meta: _woodmart_product_custom_tab_title_2","Meta: _woodmart_product_custom_tab_content_type_2","Meta: _woodmart_product_custom_tab_content_2","Meta: _woodmart_product_custom_tab_html_block_2","Attribute 7 name","Attribute 7 value(s)","Attribute 7 visible","Attribute 7 global","Attribute 8 name","Attribute 8 value(s)","Attribute 8 visible","Attribute 8 global","Attribute 9 name","Attribute 9 value(s)","Attribute 9 visible","Attribute 9 global","Attribute 10 name","Attribute 10 value(s)","Attribute 10 visible","Attribute 10 global","Attribute 11 name","Attribute 11 value(s)","Attribute 11 visible","Attribute 11 global","Attribute 12 name","Attribute 12 value(s)","Attribute 12 visible","Attribute 12 global","Attribute 13 name","Attribute 13 value(s)","Attribute 13 visible","Attribute 13 global","Attribute 14 name","Attribute 14 value(s)","Attribute 14 visible","Attribute 14 global","Attribute 15 name","Attribute 15 value(s)","Attribute 15 visible","Attribute 15 global","Attribute 16 name","Attribute 16 value(s)","Attribute 16 visible","Attribute 16 global","Attribute 17 name","Attribute 17 value(s)","Attribute 17 visible","Attribute 17 global","Attribute 18 name","Attribute 18 value(s)","Attribute 18 visible","Attribute 18 global","Attribute 19 name","Attribute 19 value(s)","Attribute 19 visible","Attribute 19 global","Attribute 20 name","Attribute 20 value(s)","Attribute 20 visible","Attribute 20 global","Attribute 21 name","Attribute 21 value(s)","Attribute 21 visible","Attribute 21 global","Attribute 22 name","Attribute 22 value(s)","Attribute 22 visible","Attribute 22 global","Attribute 23 name","Attribute 23 value(s)","Attribute 23 visible","Attribute 23 global","Attribute 24 name","Attribute 24 value(s)","Attribute 24 visible","Attribute 24 global","Attribute 25 name","Attribute 25 value(s)","Attribute 25 visible","Attribute 25 global","Attribute 26 name","Attribute 26 value(s)","Attribute 26 visible","Attribute 26 global","Attribute 27 name","Attribute 27 value(s)","Attribute 27 visible","Attribute 27 global","Attribute 28 name","Attribute 28 value(s)","Attribute 28 visible","Attribute 28 global","Attribute 29 name","Attribute 29 value(s)","Attribute 29 visible","Attribute 29 global","Attribute 30 name","Attribute 30 value(s)","Attribute 30 visible","Attribute 30 global","Attribute 31 name","Attribute 31 value(s)","Attribute 31 visible","Attribute 31 global","Attribute 32 name","Attribute 32 value(s)","Attribute 32 visible","Attribute 32 global","Attribute 33 name","Attribute 33 value(s)","Attribute 33 visible","Attribute 33 global","Attribute 34 name","Attribute 34 value(s)","Attribute 34 visible","Attribute 34 global","Attribute 35 name","Attribute 35 value(s)","Attribute 35 visible","Attribute 35 global","Attribute 36 name","Attribute 36 value(s)","Attribute 36 visible","Attribute 36 global","Attribute 37 name","Attribute 37 value(s)","Attribute 37 visible","Attribute 37 global","Attribute 38 name","Attribute 38 value(s)","Attribute 38 visible","Attribute 38 global","Attribute 39 name","Attribute 39 value(s)","Attribute 39 visible","Attribute 39 global","Attribute 40 name","Attribute 40 value(s)","Attribute 40 visible","Attribute 40 global"
1617,simple,AX00014200,"1996-2001 Acura / 4-Button Keyless Entry Remote / PN: 72147-SY8-A03 / A269ZUA108 (AFTERMARKET)",1,1,visible,"<ul>\n 	<li>FCC ID: A269ZUA108</li>\n 	<li>CAN: 700-101-630</li>\n 	<li>Frequency: 433 MHz</li>\n 	<li>Battery: <strong>CR</strong><strong>2</strong><strong>025</strong></li>\n 	<li>Buttons: Unlock, Lock, Trunk, Panic</li>\n 	<li>Aftermarket Emergency Key NOT Included</li>\n</ul>","<ul>\n 	<li>FCC ID: A269ZUA108</li>\n 	<li>CAN: 700-101-630</li>\n 	<li>Frequency: 433 MHz</li>\n 	<li>Battery: <strong>CR2</strong><strong>025</strong></li>\n 	<li>Buttons: Unlock, Lock, Trunk, Panic</li>\n 	<li>Aftermarket Emergency Key NOT Included</li>\n</ul>",,,taxable,,1,,,0,0,,,,,1,,36.06,45.08,Remotes,,,https://instakeysupply.com/wp-content/uploads/2024/11/ILCO-AX00014200_2-1.jpg,,,,,,,,,0,Make,Acura,0,1,Acura,"CL, Integra",0,1,"Acura Cl","1997, 1998, 1999",0,1,"Acura Integra","1994-1999, 2000-2001",0,1,"Item #",2,1,1,Brand,"Insta Key Supply",1,1,default,none,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,Compatibility,text,,,,text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,simple,KLN-HD106-PT,"Honda / Acura HD106 Transponder Key",1,0,visible,"<ul>\n 	<li>Chip: MEGAMOS ID 13</li>\n 	<li>Reusable: Yes</li>\n 	<li>Cloneable: Yes</li>\n 	<li>Test blade: HD106</li>\n</ul>","<strong>Compatible with the Following:</strong>\n\nAcura CL 1998-2003\nAcura EL (CAN) 2001-2002\nAcura Integra 2000-2001\nAcura MDX 2000-2006\nAcura NSX 1997-2005\nAcura RSX 2002-2006\nAcura RL 1996-2004\nAcura TL 1999-2003\nHonda Accord 1998-2002\nHonda Accord Sedan 1998-2002\nHonda Accord Coupe 1998-2002\nHonda Civic 2001-2002\nHonda Insight 2000-2006\nHonda Insight Hybrid 2005-2006\nHonda Odyssey 1998-2004\nHonda Prelude 1997-2002\nHonda S2000 2000-2005",,,taxable,,1,,,0,0,,,,,1,,3.99,4.85,"Transponders, Transponders > Transponders Keys",,,https://instakeysupply.com/wp-content/uploads/2024/11/KLN-HD106-PT_2.webp,,,,,,,,,0,Make,"Acura, Honda",0,1,Acura,"CL, EL, Integra, MDX, NSX, RL, RSX, TL",0,1,"Acura Cl","1998, 1999, 2000, 2001-2003",0,1,"Acura Integra",2000-2001,0,1,"Acura MDX","2000, 2001-2006",0,1,"Acura NSX","1997-2002, 2003-2005",0,1,default,none,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,Compatibility,text,"<table class=""ymm_table"">
<thead>
<tr>
<td>Make</td>
<td>Model</td>
<td>Year</td>
</tr>
</thead>
<tbody>
<tr>
<td>Acura</td>
<td>CL</td>
<td>1998-2003</td>
</tr>
<tr>
<td>Acura</td>
<td>Integra</td>
<td>2000-2001</td>
</tr>
<tr>
<td>Acura</td>
<td>MDX</td>
<td>2000-2006</td>
</tr>
<tr>
<td>Acura</td>
<td>NSX</td>
<td>1997-2005</td>
</tr>
<tr>
<td>Acura</td>
<td>RL</td>
<td>1996-2004</td>
</tr>
<tr>
<td>Acura</td>
<td>RSX</td>
<td>2002-2006</td>
</tr>
<tr>
<td>Acura</td>
<td>TL</td>
<td>1999-2003</td>
</tr>
<tr>
<td>Honda</td>
<td>Accord</td>
<td>1998-2002</td>
</tr>
<tr>
<td>Honda</td>
<td>Civic</td>
<td>2001-2002</td>
</tr>
<tr>
<td>Honda</td>
<td>Insight</td>
<td>2000-2006</td>
</tr>
<tr>
<td>Honda</td>
<td>Odyssey</td>
<td>1998-2002</td>
</tr>
<tr>
<td>Honda</td>
<td>Prelude</td>
<td>1997-2002</td>
</tr>
<tr>
<td>Honda</td>
<td>S2000</td>
<td>2000-2003</td>
</tr>
</tbody>
<tfoot>
<tr>
<td>Make</td>
<td>Model</td>
<td>Year</td>
</tr>
</tfoot>
</table>",,,text,,,"Acura TL",1999-2003,0,1,"Acura RL","1996-2001, 2002-2004",0,1,"Acura RSX",2002-2005,0,1,Honda,"Accord, Civic, Insight, Odyssey, Prelude, S2000",0,1,"Honda Accord",1998-2002,0,1,"Honda Civic",2001-2002,0,1,"Honda Insight",2000-2009,0,1,"Honda Odyssey",1995-2002,0,1,"Honda Prelude",1997-2002,0,1,"Honda S2000",2000-2003,0,1,"Acura EL",2001-2002,0,1,Brand,"Insta Key Supply",1,1,"Item #",4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,simple,Acura-KAX00012550,"1999-2004 Acura / 4-Button Keyless Entry Remote / E4EG8D-444H-A (AFTERMARKET)",1,1,visible,"<ul>\n 	<li>FCC ID: E4EG8D-444H-A</li>\n 	<li>IC: G8D-444H-A</li>\n 	<li>Frequency: 309 Mhz</li>\n 	<li>Battery: <strong>CR2025</strong></li>\n 	<li>Buttons: Lock, Unlock, Trunk, Panic</li>\n 	<li>Replaces PN: 72147-S0K-A23 / 72147-S0K-A13</li>\n</ul>","<strong> Compatible with the following:</strong>\n<ul>\n 	<li>2001 - 2003 Acura CL</li>\n 	<li>1999 - 2003 Acura TL</li>\n 	<li>2002 - 2004 Acura RL</li>\n</ul>\nFCC ID: E4EG8D-444H-A\n\nIC: G8D-444H-A\n\nFrequency: 309 Mhz\n\nBattery: <strong>CR2025</strong>\n\nButtons: Lock, Unlock, Trunk, Panic\n\nReplaces PN: 72147-S0K-A23 / 72147-S0K-A13",,,taxable,,1,,,0,0,,,,,1,,,19.95,"Remotes > Keyless-Entry Remotes, Remotes",,,https://instakeysupply.com/wp-content/uploads/2024/11/ILCO-AX00012550_B.jpg,,,,,,,,,0,Acura,"CL, RL, TL",0,1,"Acura Cl",2001-2003,0,1,"Acura TL",1999-2003,0,1,Make,Acura,0,1,"Acura RL",2002-2004,0,1,Brand,"Insta Key Supply",1,1,default,none,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,Compatibility,text,"<table class=""ymm_table"">
<thead>
<tr>
<td>Make</td>
<td>Model</td>
<td>Year</td>
</tr>
</thead>
<tbody>
<tr>
<td>Acura</td>
<td>CL</td>
<td>2001-2003</td>
</tr>
<tr>
<td>Acura</td>
<td>RL</td>
<td>2002-2004</td>
</tr>
<tr>
<td>Acura</td>
<td>TL</td>
<td>1999-2003</td>
</tr>
</tbody>
<tfoot>
<tr>
<td>Make</td>
<td>Model</td>
<td>Year</td>
</tr>
</tfoot>
</table>",,,text,,,"Item #",3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,simple,KLN-HD106-PT-1,"Honda/Acura HO03 2001-2016 Transponder Key w/AFTERMARKET CHIP",1,1,visible,"<ul>\n 	<li>Reusable: No</li>\n 	<li>Chip: Philips 46 (V-Chip)</li>\n 	<li>Test Blade: HO01-SVC</li>\n 	<li>Code Series: K001-N718</li>\n 	<li>Condition: New Aftermarket</li>\n</ul>","<strong>Replaces the Following Key Types: </strong>\n<ul>\n 	<li>Strattec 5907553</li>\n 	<li>Ilco HO03PT</li>\n 	<li>Bianchi BHO02PT</li>\n 	<li>Hata HD112HPT</li>\n 	<li>Jet HD112PHT</li>\n 	<li>35118-SDA-A01</li>\n</ul>\n<strong>Compatible with the Following:</strong>\n\nAcura CSX (Canada) 2006-2010\nAcura EL (Canada) 2001-2005\nAcura MDX 2007-2013\nAcura RDX 2007-2013\nAcura RL 2010-2012\nAcura TL 2007-2014\nAcura TSX 2009-2013\nAcura ZDX 2010-2013\nHonda Accord 2003-2012\nHonda Accord Coupe 2003-2012\nHonda Civic 2006-2013\nHonda Crosstour 2010-2012\nHonda CR-V 2007-2013\nHonda CR-Z 2011-2014\nHonda Element 2006-2011\nHonda Fit 2007-2014\nHonda Insight 2010-2014\nHonda Odyssey 2005-2016\nHonda Pilot 2005-2015\nHonda Ridgeline 2006-2014\nHonda S2000 2008-2009",,,taxable,,1,,,0,0,,,,,1,,,1.98,"Transponders, Transponders > Transponders Keys",,,https://instakeysupply.com/wp-content/uploads/2024/11/56_af2e4178-8c82-4d6e-a4a2-c090d316a092.webp,,,,,,,,,0,Make,"Acura, Honda",0,1,Acura,"CSX, EL, MDX, RDX, RL, TL, TSX, ZDX",0,1,"Acura MDX",2007-2013,0,1,"Acura TL","2007-2008, 2009-2014",0,1,"Acura ZDX",2010-2013,0,1,"Acura RDX","2007-2009, 2010-2013",0,1,default,none,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,Compatibility,text,"<table class=""ymm_table"">
<thead>
<tr>
<td>Make</td>
<td>Model</td>
<td>Year</td>
</tr>
</thead>
<tbody>
<tr>
<td>Acura</td>
<td>CSX (Canada)</td>
<td>2006-2010</td>
</tr>
<tr>
<td>Acura</td>
<td>EL (Canada)</td>
<td>2001-2005</td>
</tr>
<tr>
<td>Acura</td>
<td>MDX</td>
<td>2007-2013</td>
</tr>
<tr>
<td>Acura</td>
<td>RDX</td>
<td>2007-2013</td>
</tr>
<tr>
<td>Acura</td>
<td>RL</td>
<td>2010-2012</td>
</tr>
<tr>
<td>Acura</td>
<td>TL</td>
<td>2007-2014</td>
</tr>
<tr>
<td>Acura</td>
<td>TSX</td>
<td>2009-2013</td>
</tr>
<tr>
<td>Acura</td>
<td>ZDX</td>
<td>2010-2013</td>
</tr>
<tr>
<td>Honda</td>
<td>Accord</td>
<td>2003-2012</td>
</tr>
<tr>
<td>Honda</td>
<td>Accord Coupe</td>
<td>2003-2012</td>
</tr>
<tr>
<td>Honda</td>
<td>Civic</td>
<td>2006-2013</td>
</tr>
<tr>
<td>Honda</td>
<td>Crosstour</td>
<td>2010-2012</td>
</tr>
<tr>
<td>Honda</td>
<td>CR-V</td>
<td>2007-2013</td>
</tr>
<tr>
<td>Honda</td>
<td>CR-Z</td>
<td>2011-2014</td>
</tr>
<tr>
<td>Honda</td>
<td>Element</td>
<td>2006-2011</td>
</tr>
<tr>
<td>Honda</td>
<td>Fit</td>
<td>2007-2014</td>
</tr>
<tr>
<td>Honda</td>
<td>Insight</td>
<td>2010-2014</td>
</tr>
<tr>
<td>Honda</td>
<td>Odyssey</td>
<td>2005-2016</td>
</tr>
<tr>
<td>Honda</td>
<td>Pilot</td>
<td>2005-2015</td>
</tr>
<tr>
<td>Honda</td>
<td>Ridgeline</td>
<td>2006-2014</td>
</tr>
<tr>
<td>Honda</td>
<td>S2000</td>
<td>2008-2009</td>
</tr>
</tbody>
<tfoot>
<tr>
<td>Make</td>
<td>Model</td>
<td>Year</td>
</tr>
</tfoot>
</table>",,,text,,,"Acura TSX",2009-2014,0,1,"Acura RL",2005-2013,0,1,"Acura EL",2001-2005,0,1,"Acura CSX",2006-2011,0,1,Honda,"Accord, Accord Coupe, Civic, CR-V, CR-Z, Crosstour, Element, Fit, Insight, Odyssey, Pilot, Ridgeline, S2000",0,1,"Honda Accord",2003-2012,0,1,"Honda Civic",2006-2013,0,1,"Honda Insight",2010-2018,0,1,"Honda Odyssey","2005-2010, 2011-2013, 2014-2017",0,1,"Honda S2000",2008-2009,0,1,"Honda Accord Coupe",2003-2012,0,1,"Honda Crosstour",2010-2012,0,1,"Honda CR-V",2007-2013,0,1,"Honda CR-Z",2011-2014,0,1,"Honda Element",2006-2011,0,1,"Honda Fit",2007-2014,0,1,"Honda Pilot",2005-2015,0,1,"Honda Ridgeline",2006-2014,0,1,Brand,"Insta Key Supply",1,1,"Item #",5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,simple,HO01-100,"Honda Transponder Key SHELL - HO01/HO03 Style",'-1,1,visible,"<ul>\n 	<li>OEM Part #(s): JMA TP00HOND-31.P</li>\n 	<li>Test Blade: HO01-SVC</li>\n</ul>","<strong>Compatible with the Following:</strong>\n\nAcura MDX 2007-2011\nAcura RDX 2007-2010\nAcura TL 2007-2012\nAcura TSX 2008-2010\nAcura ZDX 2011\nHonda Accord 2003-2012\nHonda Civic 2003-2012\nHonda CRV 2002-2012\nHonda CR-Z 2011-2012\nHonda Element 2003-2011\nHonda Fit 2007-2012\nHonda Insight 2010-2012\nHonda Odyssey 2003-2012\nHonda Pilot 2003-2012\nHonda Ridgeline 2006-2012",,,taxable,,1,,,0,0,,,,,1,,,1.85,"Key Shells, Key Shells > Transponder Key Shells",,,https://instakeysupply.com/wp-content/uploads/2024/11/HON-CS0-002-NFB0-EE00-001_blank.webp,,,,,,,,,0,Make,"Acura, Honda",0,1,Acura,"MDX, RDX, TL, TSX, ZDX",0,1,"Acura MDX",2007-2013,0,1,"Acura TL","2007-2008, 2009-2014",0,1,"Acura ZDX",2010-2013,0,1,"Acura RDX","2007-2009, 2010-2013",0,1,default,none,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,Compatibility,text,"<table class=""ymm_table"">
<thead>
<tr>
<td>Make</td>
<td>Model</td>
<td>Year</td>
</tr>
</thead>
<tbody>
<tr>
<td>Acura</td>
<td>MDX</td>
<td>2007-2011</td>
</tr>
<tr>
<td>Acura</td>
<td>RDX</td>
<td>2007-2010</td>
</tr>
<tr>
<td>Acura</td>
<td>TL</td>
<td>2007-2012</td>
</tr>
<tr>
<td>Acura</td>
<td>TSX</td>
<td>2008-2010</td>
</tr>
<tr>
<td>Acura</td>
<td>ZDX</td>
<td>2011</td>
</tr>
<tr>
<td>Honda</td>
<td>Accord</td>
<td>2003-2012</td>
</tr>
<tr>
<td>Honda</td>
<td>Civic</td>
<td>2003-2012</td>
</tr>
<tr>
<td>Honda</td>
<td>CRV</td>
<td>2002-2012</td>
</tr>
<tr>
<td>Honda</td>
<td>CR-Z</td>
<td>2011-2012</td>
</tr>
<tr>
<td>Honda</td>
<td>Element</td>
<td>2003-2011</td>
</tr>
<tr>
<td>Honda</td>
<td>Fit</td>
<td>2007-2012</td>
</tr>
<tr>
<td>Honda</td>
<td>Insight</td>
<td>2010-2012</td>
</tr>
<tr>
<td>Honda</td>
<td>Odyssey</td>
<td>2003-2012</td>
</tr>
<tr>
<td>Honda</td>
<td>Pilot</td>
<td>2003-2012</td>
</tr>
<tr>
<td>Honda</td>
<td>Ridgeline</td>
<td>2006-2012</td>
</tr>
</tbody>
<tfoot>
<tr>
<td>Make</td>
<td>Model</td>
<td>Year</td>
</tr>
</tfoot>
</table>",,,text,,,"Acura TSX",2009-2014,0,1,Honda,"Accord, Civic, CR-V, CR-Z, Element, Fit, Insight, Odyssey, Pilot, Ridgeline, S2000",0,1,"Honda Accord",2003-2012,0,1,"Honda Civic",2003-2012,0,1,"Honda Insight",2010-2018,0,1,"Honda Odyssey","2003-2004, 2005-2010, 2011-2013",0,1,"Honda CR-V","2002-2012, 2007-2013",0,1,"Honda CR-Z","2011-2012, 2011-2014",0,1,"Honda Element","2003-2011, 2006-2011",0,1,"Honda Fit","2007-2012, 2007-2014",0,1,"Honda Pilot","2003-2012, 2005-2015",0,1,"Honda Ridgeline",2006-2014,0,1,Brand,"Insta Key Supply",1,1,"Item #",6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,simple,ACURA-897,"For Acura ILX 2013-2015 4-Btn Smart Key (KR5434760)",1,1,visible,"<strong>Buttons:</strong> Lock ,Unlock, Trunk ,Panic\n<strong>Compatible FCC ID</strong>: KR5434760\n<strong>Compatible IC:</strong> 7812D-434760","<strong>Works on the Following Models:</strong> Acura ILX 2013-2015\n<strong>Buttons:</strong> Lock ,Unlock, Trunk ,Panic\n<strong>Compatible FCC ID</strong>: KR5434760\n<strong>Compatible IC:</strong> 7812D-434760\n<strong>OEM Part #(s):</strong> 72147-TX6-A01, 72147-TX6-A11\n<strong>Frequency:</strong> 315 MHz\n<strong>Battery:</strong> CR2032\n<strong>Emergency Key:</strong> Included\n<strong>Test Blade:</strong> HO01-SVC\n<strong>Reusable:</strong> Yes\n<strong>Condition:</strong> Aftermarket New",,,taxable,,1,,,0,0,,,,,1,,,47.90,Remotes,,,https://instakeysupply.com/wp-content/uploads/2024/11/5_5eaf1be9-596e-4392-8f5d-402d13cb1535.webp,,,,,,,,,0,Make,Acura,0,1,Acura,ILX,0,1,"Acura ILX",2013-2015,0,1,"Item #",7,1,1,"EZ #",ACURA-897,1,1,Brand,"Insta Key Supply",1,1,default,none,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,Compatibility,text,"<table class=""ymm_table"">
<thead class=""header-footer-style"">
<tr>
<td>Make</td>
<td>Model</td>
<td>Year</td>
</tr>
</thead>
<tbody>
<tr>
<td>Acura</td>
<td>ILX</td>
<td>2013-2015</td>
</tr>
</tbody>
<tfoot class=""header-footer-style"">
<tr>
<td>Make</td>
<td>Model</td>
<td>Year</td>
</tr>
</tfoot>
</table>",,,text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,simple,ACURA-950,"For Acura ILX 2019-2022 4-Button Smart Key w/Trunk (KR5V2X)",1,1,visible,"<strong>Buttons:</strong> Lock ,Unlock, Trunk ,Panic (Hold)\n<strong>Compatible FCC ID</strong>: KR5V1X (PCF7953X)\n<strong>Compatible IC:</strong> 7812D-V2X\n<strong>OEM Part #(s):</strong> 72147-TX6-A32, 72147-TX6-A31\n<strong>Continental:</strong> A2C16100400\n<strong>Frequency:</strong> 434 MHz\n<strong>Battery:</strong> CR2032","<strong>Works on the Following Models:</strong> Acura ILX 2019-2022\n<strong>Buttons:</strong> Lock ,Unlock, Trunk ,Panic (Hold)\n<strong>Compatible FCC ID</strong>: KR5V1X (PCF7953X)\n<strong>Compatible IC:</strong> 7812D-V2X\n<strong>OEM Part #(s):</strong> 72147-TX6-A32, 72147-TX6-A31\n<strong>Continental:</strong> A2C16100400\n<strong>Frequency:</strong> 434 MHz\n<strong>Battery:</strong> CR2032\n<strong>Emergency Key:</strong> Included\n<strong>Test Blade:</strong> HO01\n<strong>Condition:</strong> Aftermarket New",,,taxable,,1,,,0,0,,,,,1,,,29.99,Remotes,,,https://instakeysupply.com/wp-content/uploads/2024/11/RSK-ACU-1XT_B.webp,,,,,,,,,0,Make,Acura,0,1,Acura,ILX,0,1,"Acura ILX",2019-2022,0,1,"Item #",8,1,1,"EZ #",ACURA-950,1,1,Brand,"Insta Key Supply",1,1,default,none,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,Compatibility,text,"<table class=""ymm_table"">
<thead class=""header-footer-style"">
<tr>
<td>Make</td>
<td>Model</td>
<td>Year</td>
</tr>
</thead>
<tbody>
<tr>
<td>Acura</td>
<td>ILX</td>
<td>2019-2022</td>
</tr>
</tbody>
<tfoot class=""header-footer-style"">
<tr>
<td>Make</td>
<td>Model</td>
<td>Year</td>
</tr>
</tfoot>
</table>",,,text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,simple,ACURA-909,"For Acura Various Models ILX/RLX/TLX 2015+ 4-Btn Smart Key (315/KR5V1X)",1,1,visible,"<strong>Buttons:</strong> Lock ,Unlock, Trunk ,Panic\n<strong>Compatible FCC ID</strong>: KR5V1X (PCF7953X)\n<strong>OEM Part #(s):</strong> 72147-TX6-A22, 72147-TZ3-A01, 72147-TZ3-A11\n<strong>Chip:</strong> HITAG 3\n<strong>Frequency:</strong> 4315 MHz\n<strong>Battery:</strong> CR2032","<strong>Works on the Following Models:</strong> Acura ILX 2016-2018, Acura RLX 2016-2020, Acura TLX 2015-2017\n<strong>Buttons:</strong> Lock ,Unlock, Trunk ,Panic\n<strong>Compatible FCC ID</strong>: KR5V1X (PCF7953X)\n<strong>OEM Part #(s):</strong> 72147-TX6-A22, 72147-TZ3-A01, 72147-TZ3-A11\n<strong>Chip:</strong> HITAG 3\n<strong>Frequency:</strong> 4315 MHz\n<strong>Battery:</strong> CR2032\n<strong>Emergency Key:</strong> Included\n<strong>Test Blade:</strong> HO01-SVC\n<strong>Reusable:</strong> Yes\n<strong>Condition:</strong> Aftermarket New",,,taxable,,1,,,0,0,,,,,1,,,40.00,Remotes,,,https://instakeysupply.com/wp-content/uploads/2024/11/RSK-ACU-1XT_B.webp,,,,,,,,,0,Make,Acura,0,1,Acura,"ILX, RLX, TLX",0,1,"Acura ILX",2016-2018,0,1,"Item #",9,1,1,"EZ #",ACURA-909,1,1,"Acura RLX",2016-2020,0,1,default,none,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,Compatibility,text,"<table class=""ymm_table"">
<thead class=""header-footer-style"">
<tr>
<td>Make</td>
<td>Model</td>
<td>Year</td>
</tr>
</thead>
<tbody>
<tr>
<td>Acura</td>
<td>ILX</td>
<td>2016-2018</td>
</tr>
<tr>
<td>Acura</td>
<td>RLX</td>
<td>2016-2020</td>
</tr>
<tr>
<td>Acura</td>
<td>TLX</td>
<td>2015-2017</td>
</tr>
</tbody>
<tfoot class=""header-footer-style"">
<tr>
<td>Make</td>
<td>Model</td>
<td>Year</td>
</tr>
</tfoot>
</table>",,,text,,,"Acura TLX",2015-2017,0,1,Brand,"Insta Key Supply",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
